,觀測時間,溫度(°C>>°F),天氣,風向,風力(m/s) | (級),陣風(m/s) | (級),能見度(公里),相對溼度(%),海平面氣壓(百帕),當日累積雨量(毫米),日照時數(小時)
0,08/13 00:50,30.5,X,南,0.7 | 1,-,-,69,1008.8,0.0,0.0
1,08/13 00:40,30.5,X,南,0.8 | 1,-,-,70,1008.9,0.0,0.0
2,08/13 00:30,30.7,X,南,0.8 | 1,-,-,69,1008.8,0.0,0.0
3,08/13 00:20,30.5,X,南南東,1.3 | 1,-,-,70,1008.9,0.0,0.0
4,08/13 00:10,30.7,X,南南東,0.8 | 1,-,-,68,1008.9,0.0,0.0
5,08/13 00:00,30.7,X,南南東,1.5 | 1,-,-,68,1009.0,0.0,4.5
6,08/12 23:50,30.7,X,南,1.1 | 1,-,-,68,1009.0,0.0,4.5
7,08/12 23:40,30.7,X,南,0.9 | 1,-,-,68,1009.1,0.0,4.5
8,08/12 23:30,30.8,X,東南,0.8 | 1,-,-,68,1009.1,0.0,4.5
9,08/12 23:20,30.7,X,南南東,0.5 | 1,-,-,68,1009.1,0.0,4.5
10,08/12 23:10,30.8,X,南,0.9 | 1,-,-,68,1009.2,0.0,4.5
11,08/12 23:00,30.8,X,南,1.0 | 1,-,-,68,1009.1,0.0,4.5
12,08/12 22:50,30.8,X,南,1.4 | 1,-,-,68,1009.3,0.0,4.5
13,08/12 22:40,31.1,X,南南東,1.4 | 1,-,-,66,1009.2,0.0,4.5
14,08/12 22:30,31.2,X,東南東,1.4 | 1,-,-,65,1009.3,0.0,4.5
15,08/12 22:20,31.2,X,東南,1.2 | 1,-,-,65,1009.4,0.0,4.5
16,08/12 22:10,31.3,X,東南東,1.6 | 2,-,-,64,1009.3,0.0,4.5
17,08/12 22:00,31.3,X,東南,1.5 | 1,-,-,64,1009.3,0.0,4.5
18,08/12 21:50,31.5,X,東南,1.9 | 2,-,-,63,1009.2,0.0,4.5
19,08/12 21:40,31.6,X,東南東,1.6 | 2,-,-,62,1009.1,0.0,4.5
20,08/12 21:30,31.6,X,東南,1.3 | 1,-,-,62,1009.0,0.0,4.5
