,觀測時間,溫度(°C>>°F),天氣,風向,風力(m/s) | (級),陣風(m/s) | (級),能見度(公里),相對溼度(%),海平面氣壓(百帕),當日累積雨量(毫米),日照時數(小時)
0,08/31 00:50,29.2,X,東北,3.3 | 2,-,-,68,1007.5,0.0,0.0
1,08/31 00:40,29.3,X,東北,3.8 | 3,-,-,68,1007.4,0.0,0.0
2,08/31 00:30,29.4,X,東北,4.5 | 3,-,-,67,1007.2,0.0,0.0
3,08/31 00:20,29.3,X,東北,4.4 | 3,-,-,68,1007.3,0.0,0.0
4,08/31 00:10,29.4,X,東北,4.0 | 3,-,-,68,1007.3,0.0,0.0
5,08/31 00:00,29.4,X,東北,4.0 | 3,-,-,68,1007.3,0.0,4.2
6,08/30 23:50,29.4,X,東北,4.3 | 3,-,-,68,1007.4,0.0,4.2
7,08/30 23:40,29.4,X,東北,4.2 | 3,-,-,68,1007.6,0.0,4.2
8,08/30 23:30,29.4,X,東北,3.7 | 3,-,-,69,1007.4,0.0,4.2
9,08/30 23:20,29.4,X,東北,4.4 | 3,-,-,68,1007.5,0.0,4.2
10,08/30 23:10,29.5,X,東北,4.0 | 3,-,-,68,1007.5,0.0,4.2
11,08/30 23:00,29.5,X,東北,3.0 | 2,-,-,68,1007.7,0.0,4.2
12,08/30 22:50,29.5,X,東北,3.7 | 3,-,-,68,1007.8,0.0,4.2
13,08/30 22:40,29.5,X,東北,3.8 | 3,-,-,68,1007.8,0.0,4.2
14,08/30 22:30,29.5,X,東北,3.2 | 2,-,-,68,1008.0,0.0,4.2
15,08/30 22:20,29.7,X,東北,2.3 | 2,-,-,67,1008.0,0.0,4.2
16,08/30 22:10,29.8,X,東北,2.3 | 2,-,-,66,1008.1,0.0,4.2
17,08/30 22:00,29.8,X,東北,3.5 | 3,-,-,65,1008.2,0.0,4.2
18,08/30 21:50,29.8,X,東北東,3.4 | 3,-,-,65,1008.4,0.0,4.2
19,08/30 21:40,29.9,X,東北東,3.3 | 2,-,-,65,1008.6,0.0,4.2
20,08/30 21:30,29.9,X,東北東,3.5 | 3,-,-,65,1008.7,0.0,4.2
21,08/30 21:20,29.9,X,東北東,3.5 | 3,-,-,65,1008.7,0.0,4.2
22,08/30 21:10,29.8,X,東北東,3.5 | 3,-,-,66,1008.6,0.0,4.2
23,08/30 21:00,29.9,X,東北東,3.5 | 3,-,-,65,1008.7,0.0,4.2
24,08/30 20:50,29.9,X,東北東,3.6 | 3,-,-,65,1008.8,0.0,4.2
25,08/30 20:40,29.9,X,東北,3.4 | 3,-,-,65,1008.9,0.0,4.2
26,08/30 20:30,30.0,X,東北東,3.7 | 3,-,-,65,1008.9,0.0,4.2
27,08/30 20:20,30.1,X,東北東,3.8 | 3,-,-,65,1009.0,0.0,4.2
28,08/30 20:10,30.1,X,東北,3.4 | 3,-,-,65,1008.8,0.0,4.2
29,08/30 20:00,30.1,X,東北,2.5 | 2,-,-,65,1008.8,0.0,4.2
30,08/30 19:50,30.2,X,東北東,4.3 | 3,-,-,65,1008.8,0.0,4.2
31,08/30 19:40,30.3,X,東北東,3.6 | 3,-,-,64,1008.8,0.0,4.2
32,08/30 19:30,30.3,X,東北,3.6 | 3,-,-,64,1008.6,0.0,4.2
33,08/30 19:20,30.3,X,東北東,4.0 | 3,-,-,64,1008.4,0.0,4.2
34,08/30 19:10,30.5,X,東,2.0 | 2,-,-,63,1008.5,0.0,4.2
35,08/30 19:00,30.5,X,東北,4.0 | 3,-,-,63,1008.4,0.0,4.2
36,08/30 18:50,30.6,X,東北東,3.4 | 3,-,-,62,1008.4,0.0,4.2
37,08/30 18:40,30.7,X,東北東,2.9 | 2,-,-,62,1008.2,0.0,4.2
38,08/30 18:30,30.8,X,東北東,3.9 | 3,-,-,61,1008.2,0.0,4.2
39,08/30 18:20,30.8,X,東北東,4.3 | 3,-,-,61,1008.0,0.0,4.2
40,08/30 18:10,30.9,X,東北,3.6 | 3,-,-,62,1008.0,0.0,4.2
41,08/30 18:00,31.0,X,東北東,4.0 | 3,-,-,61,1007.8,0.0,4.2
42,08/30 17:50,31.0,多雲,東北,4.5 | 3,13.0 | 6,40.0,61,1007.8,0.0,4.2
43,08/30 17:40,31.0,多雲,東北東,3.9 | 3,13.0 | 6,40.0,61,1007.7,0.0,4.2
44,08/30 17:30,31.1,多雲,東北東,4.2 | 3,13.0 | 6,40.0,61,1007.5,0.0,4.2
45,08/30 17:20,31.1,多雲,東北東,4.1 | 3,13.0 | 6,40.0,61,1007.3,0.0,4.2
46,08/30 17:10,31.2,多雲,東北東,3.9 | 3,13.0 | 6,40.0,61,1007.2,0.0,4.2
47,08/30 17:00,31.3,多雲,東,3.5 | 3,13.0 | 6,40.0,61,1007.1,0.0,4.2
48,08/30 16:50,31.1,陰,東北,4.0 | 3,13.0 | 6,-,64,1007.0,0.0,4.2
49,08/30 16:40,31.2,陰,東北,4.7 | 3,13.0 | 6,-,64,1007.0,0.0,4.2
50,08/30 16:30,31.1,陰,東北東,4.3 | 3,13.0 | 6,-,64,1006.9,0.0,4.2
51,08/30 16:20,31.0,陰,東北,5.4 | 3,13.0 | 6,-,64,1006.8,0.0,4.2
52,08/30 16:10,31.0,陰,東北,3.8 | 3,13.0 | 6,-,65,1006.8,0.0,4.2
53,08/30 16:00,30.8,陰,東北,4.0 | 3,13.0 | 6,-,65,1006.8,0.0,4.2
54,08/30 15:50,30.8,多雲,東北,5.2 | 3,11.5 | 6,-,64,1006.8,0.0,4.2
55,08/30 15:40,30.7,多雲,東北東,4.4 | 3,11.5 | 6,-,64,1006.7,0.0,4.2
56,08/30 15:30,30.8,多雲,東北,3.9 | 3,11.5 | 6,-,64,1006.8,0.0,4.2
57,08/30 15:20,30.9,多雲,東北,3.8 | 3,11.5 | 6,-,63,1006.8,0.0,4.2
58,08/30 15:10,30.7,多雲,東北,6.0 | 4,11.5 | 6,-,62,1006.6,0.0,4.2
59,08/30 15:00,31.2,多雲,東北,5.0 | 3,11.5 | 6,-,62,1006.6,0.0,4.2
60,08/30 14:50,31.2,多雲,東北,5.5 | 4,12.0 | 6,35.0,61,1006.6,0.0,4.2
61,08/30 14:40,31.5,多雲,東北,5.4 | 3,12.0 | 6,35.0,60,1006.5,0.0,4.2
62,08/30 14:30,31.8,多雲,東北,6.0 | 4,12.0 | 6,35.0,59,1006.5,0.0,4.2
63,08/30 14:20,32.0,多雲,東北,5.8 | 4,12.0 | 6,35.0,59,1006.4,0.0,4.2
64,08/30 14:10,32.3,多雲,東北,5.3 | 3,12.0 | 6,35.0,58,1006.4,0.0,4.2
65,08/30 14:00,32.8,多雲,東北,4.5 | 3,12.0 | 6,35.0,59,1006.4,0.0,4.1
66,08/30 13:50,32.6,陰,東北,3.7 | 3,12.0 | 6,-,61,1006.6,0.0,3.9
67,08/30 13:40,33.1,陰,東北東,2.7 | 2,12.0 | 6,-,61,1006.6,0.0,3.8
68,08/30 13:30,31.4,陰,東北東,3.8 | 3,12.0 | 6,-,63,1006.8,0.0,3.6
69,08/30 13:20,31.0,陰,東北,5.7 | 4,12.0 | 6,-,63,1006.9,0.0,3.6
70,08/30 13:10,31.3,陰,東北,5.1 | 3,12.0 | 6,-,63,1006.7,0.0,3.6
71,08/30 13:00,31.5,陰,東北東,4.0 | 3,12.0 | 6,-,62,1007.0,0.0,3.6
72,08/30 12:50,31.7,陰,東北,6.0 | 4,11.5 | 6,-,63,1007.1,0.0,3.6
73,08/30 12:40,32.7,陰,東北東,5.7 | 4,11.5 | 6,-,62,1007.1,0.0,3.6
74,08/30 12:30,32.2,陰,東北東,3.3 | 2,11.5 | 6,-,63,1007.2,0.0,3.5
75,08/30 12:20,32.2,陰,東北,3.7 | 3,11.5 | 6,-,64,1007.3,0.0,3.4
76,08/30 12:10,31.9,陰,東北,4.7 | 3,11.5 | 6,-,64,1007.3,0.0,3.4
77,08/30 12:00,31.6,陰,東北,4.5 | 3,11.5 | 6,-,63,1007.5,0.0,3.3
78,08/30 11:50,31.6,陰,東北,4.1 | 3,11.5 | 6,25.0,63,1007.5,0.0,3.3
79,08/30 11:40,31.5,陰,東北,4.8 | 3,11.5 | 6,25.0,63,1007.5,0.0,3.3
80,08/30 11:30,31.3,陰,東北,4.8 | 3,11.5 | 6,25.0,64,1007.5,0.0,3.3
81,08/30 11:20,31.0,陰,東北,3.7 | 3,11.5 | 6,25.0,65,1007.5,0.0,3.3
82,08/30 11:10,31.1,陰,東北,3.8 | 3,11.5 | 6,25.0,64,1007.8,0.0,3.3
83,08/30 11:00,31.0,陰,東北,5.0 | 3,11.5 | 6,25.0,65,1007.6,0.0,3.3
84,08/30 10:50,31.3,多雲,東北,6.4 | 4,-,-,64,1007.8,0.0,3.3
85,08/30 10:40,32.2,多雲,東北,4.3 | 3,-,-,63,1007.7,0.0,3.2
86,08/30 10:30,32.3,多雲,東北,5.4 | 3,-,-,63,1007.7,0.0,3.1
87,08/30 10:20,31.5,多雲,東北,5.1 | 3,-,-,64,1007.7,0.0,3.0
88,08/30 10:10,31.4,多雲,東北,4.7 | 3,-,-,63,1007.7,0.0,2.9
89,08/30 10:00,31.3,多雲,東北,4.0 | 3,-,-,64,1007.8,0.0,2.9
90,08/30 09:50,31.2,多雲,東北,4.7 | 3,-,35.0,65,1008.0,0.0,2.8
91,08/30 09:40,31.5,多雲,東北,3.2 | 2,-,35.0,66,1008.0,0.0,2.8
92,08/30 09:30,31.7,多雲,東北,4.0 | 3,-,35.0,66,1007.9,0.0,2.7
93,08/30 09:20,32.1,多雲,東北,3.0 | 2,-,35.0,66,1008.0,0.0,2.6
94,08/30 09:10,31.6,多雲,東北,3.0 | 2,-,35.0,67,1008.0,0.0,2.5
95,08/30 09:00,31.6,多雲,東北東,3.0 | 2,-,35.0,66,1008.2,0.0,2.3
96,08/30 08:50,31.3,多雲,東北,3.0 | 2,-,35.0,67,1008.3,0.0,2.2
97,08/30 08:40,30.8,多雲,東北,3.4 | 3,-,35.0,67,1008.3,0.0,2.1
98,08/30 08:30,30.3,多雲,東北,2.9 | 2,-,35.0,68,1008.2,0.0,2.0
99,08/30 08:20,30.2,多雲,東北,2.8 | 2,-,35.0,69,1008.3,0.0,2.0
100,08/30 08:10,30.6,多雲,東北東,1.8 | 2,-,35.0,68,1008.4,0.0,2.0
101,08/30 08:00,30.7,多雲,東北,2.0 | 2,-,35.0,70,1008.3,0.0,2.0
102,08/30 07:50,30.0,X,東北,1.4 | 1,-,-,71,1008.4,0.0,1.8
103,08/30 07:40,30.0,X,東北東,3.4 | 3,-,-,71,1008.6,0.0,1.7
104,08/30 07:30,29.9,X,東北東,2.4 | 2,-,-,71,1008.6,0.0,1.5
105,08/30 07:20,29.8,X,東,2.7 | 2,-,-,69,1008.6,0.0,1.4
106,08/30 07:10,29.3,X,東北東,2.0 | 2,-,-,70,1008.6,0.0,1.2
107,08/30 07:00,29.2,X,東南東,1.5 | 1,-,-,69,1008.6,0.0,1.1
108,08/30 06:50,28.9,X,東,1.8 | 2,-,-,70,1008.5,0.0,0.9
109,08/30 06:40,28.7,X,東南東,2.0 | 2,-,-,71,1008.5,0.0,0.7
110,08/30 06:30,28.6,X,東北東,2.2 | 2,-,-,71,1008.5,0.0,0.6
111,08/30 06:20,28.5,X,東北東,3.0 | 2,-,-,72,1008.6,0.0,0.4
112,08/30 06:10,28.4,X,東北東,2.7 | 2,-,-,72,1008.6,0.0,0.2
113,08/30 06:00,28.4,X,東北東,1.5 | 1,-,-,71,1008.4,0.0,0.1
114,08/30 05:50,28.5,X,東北,2.3 | 2,-,-,71,1008.3,0.0,0.0
115,08/30 05:40,28.6,X,東北,1.9 | 2,-,-,70,1008.3,0.0,0.0
116,08/30 05:30,28.6,X,東北,2.4 | 2,-,-,70,1008.3,0.0,0.0
117,08/30 05:20,28.6,X,東北,2.6 | 2,-,-,70,1008.3,0.0,0.0
118,08/30 05:10,28.6,X,東北,2.6 | 2,-,-,70,1008.1,0.0,0.0
119,08/30 05:00,28.6,X,東北,3.0 | 2,-,-,70,1008.1,0.0,0.0
